Date,Industrie de transformation,Finances et assurances,Hébergement-restauration,Pêche,Industrie d'extraction,Construction,Information-communication,Immobilier,Agriculture,Commerce,Transports,"Électricité, gaz, eau",Services aux entreprises,Administration publique,Éducation-santé,Autres services
2010-01-01,NA,NA,NA,NA,NA,0.008247525817267178,0.024607724527730815,NA,-0.02056484571471008,NA,-0.03311767354040028,NA,-0.0030236323926494954,-0.011792565359725503,0.012274521095456792,0.0050798740380361695
2010-04-01,NA,NA,0.014347124600655436,NA,NA,0.00894139120935368,0.022213149448552526,0.011344645670978124,-0.014920322227653552,NA,0.023430045655543404,-0.0064046783775195265,0.01643096227467776,0.00274278163737911,0.012867177836260412,-0.015083501397059173
2010-07-01,NA,NA,0.03490718217756926,-0.01156851842600864,NA,0.010987401885878052,0.018740564987941605,0.010598407635443277,0.0025624563052688994,NA,-0.05676567376260428,0.00728514266674931,0.01374863791668272,0.013339947930740977,0.009925087960263906,-0.009210028318809075
2010-10-01,NA,NA,-0.016559133993324236,-0.012346259890921786,NA,0.008964372443611701,0.010502603416656708,0.00851192239704791,0.006363425615512767,0.025656268144594672,-0.03471928234783155,0.011699237628032102,0.010075281893818002,0.017251615694863116,0.007347513087524398,-0.0074931744498014895
2011-01-01,NA,NA,-0.00304380416033729,0.07827147285681074,NA,0.009151145996757213,0.004304235089211153,0.009563261595529046,0.02654501416946017,0.007905419142155513,0.02590783637353984,-0.014066165700511675,0.018351776295237952,0.01951296421087877,0.0035373425883760707,0.013166609433596866
2011-04-01,NA,NA,-0.003713495512233512,-0.10619248165033883,NA,0.009845207462963046,-0.0019778460089433306,0.009485840451715626,-0.005255739480757659,0.005968625808282098,0.020774545351907193,-0.004643009068295529,0.009882707053916522,0.02340529829984752,0.0018772748458718265,0.007682733437022209
2011-07-01,NA,NA,0.02908906884048269,0.0210926548032501,NA,0.010274343119516817,7.100311184795871e-4,0.009388251024297327,0.001362629408239489,0.0045104067609490215,0.03724494692101425,0.0030256220023895373,0.007792009477304263,0.011357529721701093,0.0017017072953661562,0.007253175591996015
2011-10-01,NA,NA,-0.011538471322662561,-0.006222115728080274,NA,0.009673636278331807,0.013239383109925104,0.0087604059368138,0.001135573681434247,0.0077088652961502255,-0.09271514879728429,0.0064040822452934645,0.011161371489776212,0.01860768648356522,0.0039765441051009265,0.007455152930045061
2012-01-01,NA,NA,-0.0032337742379553716,-0.008890194139999818,NA,0.00956247076682829,0.03827927644262882,0.007505644824254274,0.0027892769513137156,0.0042087136403097655,0.02579830125475882,-3.3138511252631207e-4,0.010278679731799583,0.00621613699068649,0.008483655992952229,0.00492168134911939
2012-04-01,NA,NA,0.005992040575030196,0.03267565369591118,NA,0.007988663882629152,0.017478390451294123,0.009525168707351862,0.009196510764847631,0.010034012499252763,-0.016010429192920925,0.011967817757898545,0.005473592393127248,0.0011569753521112826,0.014029867616424996,0.004276265780427481
2012-07-01,NA,NA,0.030492091390918852,-0.0011869014204411883,NA,0.008489900115322734,-0.019512317625367228,0.008007743718009748,0.019361616913692536,0.0030061544423584156,0.0016633362278584756,-3.8585455434782256e-4,0.016049162013999134,0.00982516107981617,0.02002190574080928,0.004564098925942228
2012-10-01,NA,NA,-0.007355362957244956,0.014234345954404756,NA,0.010311492699721288,-0.028833995370410835,0.00791652452778266,0.02062608566036285,0.008006951126335562,-4.523772404951263e-4,0.018606449974973488,0.010474620674216027,0.016975322447284,0.021879318192768393,0.004598870704447637
2013-01-01,NA,NA,-0.004401553988359961,-0.0033803458695378773,NA,0.009759445330850557,0.00887361229790968,0.005669585518955314,0.04982497845385958,-0.006213926642723411,-0.025431970529923315,0.007368214513232248,0.015306285875790415,0.014929026576913463,0.003925097735956198,0.005454489309061608
2013-04-01,NA,NA,0.006995047837738261,-0.02583897001414914,NA,0.006365409443870393,0.012440567759995136,0.007742960739861957,-0.002179971969054461,0.008604710828421135,0.0055140412638433126,0.02366177844335948,0.00826417776514219,0.008679633149831266,0.008080320630141795,0.01200480672625326
2013-07-01,NA,NA,0.027903370057996563,0.01880917093805924,NA,0.009965801480174697,0.020305535797385338,0.007127773835114473,-0.003686672348705874,0.013589700616337231,0.023177323789354286,0.005173259600876915,0.012923951447136697,0.009769327939332207,0.0024567066602239063,0.008101670874831548
2013-10-01,NA,NA,-0.01601676708528614,-0.011122852653408328,NA,0.00885238318231058,0.021026963971744476,0.00581710234933156,-0.007805491388738362,NA,0.014837565308062683,0.02942654384649856,0.0072366833362327515,8.774783234948131e-4,0.0028809646570931713,0.00589040344231012
2014-01-01,NA,NA,-0.0017275954551102183,0.010035415051206913,NA,0.007636473798774727,0.01363298671748333,0.00671046433985719,-0.01523671232489224,NA,-0.01132035649923095,-0.008745467675955503,0.02334559267629794,0.014561792311960095,0.0072068408870206175,-0.00483543804665112
2014-04-01,NA,NA,0.004698305680104276,0.01924236165402713,NA,0.008129307434147044,0.015160687145809185,0.00577188758513986,-0.007585984761236116,0.0024363039755173834,0.01314509564686416,-0.013570207522651529,0.014968496916648383,0.010799037344446597,0.002686216369874159,0.006457080260546427
2014-07-01,NA,NA,0.016097516592133265,-0.04900290261810978,NA,0.0077067029907959194,0.017452950528660593,0.005307335973540517,0.008395113558211226,0.008457211006927392,0.0027706657040164886,0.01084466196510519,0.009645936649087148,0.013582863657267902,0.002089541638825238,0.0028281625782004827
2014-10-01,NA,NA,-0.02583902623322286,0.022903727620800562,NA,0.006783916827064668,0.015256467852004948,0.006471113303062572,0.011488783880179404,-0.0034606991300348347,0.0028135380599069145,0.006510570065127275,0.005692525888853059,0.012253141931305467,0.0020490278880014594,0.002388573507358443
2015-01-01,NA,NA,-0.005510293459460327,0.009658982924244676,NA,0.0069134458685015,0.0067663713604512316,0.005003124960681378,0.037292447204639395,0.01900194315560762,0.01203906965731721,0.012784509198601177,0.03679920685512953,0.010905029341713795,0.005000978843442916,-0.002518988994208559
2015-04-01,NA,NA,0.006750246567440687,-0.023066911828478,NA,0.009093346909251137,0.006977361621315358,0.006287221031879368,-0.005308253030778862,0.009475640687424498,-0.014196630680281002,-0.003525452397522882,-0.008860152949705092,0.011444207563394267,0.004752808954123018,-0.0043607495400582634
